id,name,res_id,lang,type,src,value,module,state,comments,lp_key,lp_isusedbyexternalapps
2233964,other,,ar_001,,Sign In,تسجيل الدخول,,translated,,ar_001_landing_sign_in_button,t
2233965,other,,ar_001,,Channel Member Hiring,تسجيل وكيل جديد,,translated,,ar_001_landing_channel_member_hiring_button,t
2233966,other,,ar_001,,User Name,اسم المستخدم,,translated,,ar_001_login_user_name_text_field,t
2233967,other,,ar_001,,Forgot Password ?,هل نسيت كلمة المرور ؟,,translated,,ar_001_login_forget_password_button,t
2233968,other,,ar_001,,Sign In,تسجيل الدخول,,translated,,ar_001_login_sign_in_button,t
2233969,other,,ar_001,,Channel Member Hiring,تسجيل وكيل جديد,,translated,,ar_001_channel_member_hiring_title,t
2233970,other,,ar_001,,Forgot Password ?,هل نسيت كلمة المرور ؟,,translated,,ar_001_forget_password_title,t
2233971,other,,ar_001,,Enter your User Name,أدخل اسم المستخدم الخاص بك,,translated,,ar_001_forget_password_user_name_label,t
2233972,other,,ar_001,,User Name,اسم المستخدم,,translated,,ar_001_forget_password_user_name_text_field,t
2233973,other,,ar_001,,Submit,استمرار,,translated,,ar_001_forget_password_submit_button,t
2233974,other,,ar_001,,Enter verification code,أدخل رمز التحقق,,translated,,ar_001_otp_title,t
2233975,other,,ar_001,,We sent you a verification code via SMS,لقد أرسلنا لك رمز التحقق عبر الرسائل القصيرة,,translated,,ar_001_otp_message_label,t
2233976,other,,ar_001,,We sent you a verification code via SMS,ألم تستلمها؟,,translated,,ar_001_otp_didnt_recieve_it_label,t
2233977,other,,ar_001,,Click here,انقر هنا,,translated,,ar_001_otp_click_here_button,t
2233978,other,,ar_001,,Create a new password,أنشئ كلمة مرور جديدة,,translated,,ar_001_create_new_password_title,t
2233979,other,,ar_001,,Password,كلمة المرور,,translated,,ar_001_create_new_password_password_text_field,t
2233980,other,,ar_001,,Confirm password,تأكيد كلمة المرور,,translated,,ar_001_create_new_password_confirm_password_text_field,t
2233981,other,,ar_001,,Reset Password,إعادة تعيين كلمة المرور,,translated,,ar_001_create_new_password_reset_password_button,t
2233982,other,,ar_001,,Your Password Has Been Reset Successfully,تم إعادة تعيين كلمة المرور الخاصة بك بنجاح,,translated,,ar_001_create_new_password_reset_successfully,t
2233983,other,,ar_001,,Ordering,طلب جديد,,translated,,ar_001_home_ordering_label,t
2233984,other,,ar_001,,Bill Payment,دفع الفواتير,,translated,,ar_001_home_bill_payment_label,t
2233985,other,,ar_001,,Commission Reports,تقارير العمولة,,translated,,ar_001_home_commission_report_label,t
2233986,other,,ar_001,,Manage Subscription,إدارة الاشتراك,,translated,,ar_001_home_manage_subscription_label,t
2233987,other,,ar_001,,Achievement To Next Badge,الإنجاز إلى الوسام التالي,,translated,,ar_001_home_achievement_to_next_badge_label,t
2233988,other,,ar_001,,Achieved Orders,الطلبات المحققة,,translated,,ar_001_home_achieved_orders_label,t
2233989,other,,ar_001,,Achieved Commission,العمولة المحققة,,translated,,ar_001_home_achieved_commission_label,t
2233990,other,,ar_001,,Submit,ارسال,,translated,,ar_001_registration_submit_button,t
2233991,other,,ar_001,,"Your password has been reset
 successfully","تم إعادة تعيين كلمة المرور الخاصة بك
 بنجاح",,translated,,ar_001_alert_reset_successfully_title_label,t
2233992,other,,ar_001,,Addons Added,تمت اضافة الخدمة الاضافية,,translated,,ar_001_alert_addons_added_title_label,t
2233993,other,,ar_001,,Addons Added Successfully,تمت اضافة الخدمة الاضافية بنجاح,,translated,,ar_001_alert_addons_added_successfully_title_label,t
2233994,other,,ar_001,,Done,تمت العملية بنجاح,,translated,,ar_001_alert_done_button,t
2233995,other,,ar_001,,Are You Sure ِAdd Addons,هل أنت متأكد من إضافة الخدمة الاضافية,,translated,,ar_001_alert_are_you_sure_body_label,t
2233996,other,,ar_001,,Yes,نعم,,translated,,ar_001_alert_yes_button,t
2233997,other,,ar_001,,Thank You,شكرا لك,,translated,,ar_001_alert_thank_you_title_label,t
2233998,other,,ar_001,,"You Have Successfully Complete
 Your Payment",لقد أكملت عملية الدفع بنجاح,,translated,,ar_001_alert_successfully_payment_body_label,t
2234048,other,,ar_001,,Last Name *,* الاسم الاخير,,translated,,ar_001_customer_details_last_name_text_field,t
2234049,other,,ar_001,,Gender *,* الجنس,,translated,,ar_001_customer_details_gender_picker,t
2234050,other,,ar_001,,Nationality *,* الجنسية,,translated,,ar_001_customer_details_text_field,t
2234051,other,,ar_001,,Date Of Birth *,* تاريخ الميلاد,,translated,,ar_001_customer_details_date_of_birth_picker,t
2234052,other,,ar_001,,Email Address *,* البريد الالكتروني,,translated,,ar_001_customer_details_email_address_text_field,t
2234053,other,,ar_001,,Mobile Number *,رقم الجوال,,translated,,ar_001_customer_details_mobile_number_text_field,t
2234054,other,,ar_001,,Verify Number,تأكيد رقم الجوال,,translated,,ar_001_customer_details_verify_number_button,t
2234055,other,,ar_001,,Alternative Mobile Number *,* رقم الهاتف المحمول البديل,,translated,,ar_001_customer_details_alternative_mobile_number_text_field,t
2234056,other,,ar_001,,Upload ID Document *,* تحميل وثيقة الهوية,,translated,,ar_001_customer_details_upload_id_document_label,t
2234057,other,,ar_001,,Front Side,الجانب الامامي,,translated,,ar_001_customer_details_front_side_label,t
2234058,other,,ar_001,,Back Side,الجانب الخلفي,,translated,,ar_001_customer_details_back_side_label,t
2234059,other,,ar_001,,Privacy Policy,سياسة الخصوصية,,translated,,ar_001_customer_details_privacy_policy_label,t
2234060,other,,ar_001,,Next,التالي,,translated,,ar_001_customer_details_next_button,t
2234061,other,,ar_001,,Select Plan,اختيار الباقة,,translated,,ar_001_select_plan_title_label,t
2234062,other,,ar_001,,"Select The Fibrenet Home Plan
 You Want To Install", حدد موقعك. إذا لم تكن الخدمة متوفرة، أضِف دبوسًا للطلب المسبق,,translated,,ar_001_select_plan_select_fibrenet_home_plane,t
2234063,other,,ar_001,,Service order location,موقع طلب الخدمة,,translated,,ar_001_map_service_order_location_label,t
2234064,other,,ar_001,,"Select your location. if service
 is not available, drop a pin to
 pre-order",اختر موقعك. إذا لم تكن الخدمة متاحة، قم بوضع دبوس للطلب المسبق,,translated,,ar_001_map_select_your_location_label,t
2234065,other,,ar_001,,Search For Location,البحث عن الموقع,,translated,,ar_001_map_search_for_loacation_text_field,t
2234066,other,,ar_001,,Full Address,العنوان الكامل,,translated,,ar_001_full_address_title_label,t
2234067,other,,ar_001,,Please Type The Exact Address,الرجاء كتابة العنوان,,translated,,ar_001_full_address_please_type_the_exact_address_label,t
2234068,other,,ar_001,,Governorate *,المحافظة*,,translated,,ar_001_full_address_governorate_picker,t
2234069,other,,ar_001,,Wilayat *,الولاية*,,translated,,ar_001_full_address_wilayat_picker,t
2234070,other,,ar_001,,Area *,المنطقة*,,translated,,ar_001_full_address_area_text_field,t
2234071,other,,ar_001,,Street Name/Way Number,اسم الشارع / رقم الطريق,,translated,,ar_001_full_address_street_name_way_number_text_field,t
2234072,other,,ar_001,,House Number,رقم المنزل,,translated,,ar_001_full_address_house_number_text_field,t
2234073,other,,ar_001,,P.O.Box,الرمز بريدي,,translated,,ar_001_full_address_box_text_field,t
2234074,other,,ar_001,,Postal Code,الصندوق البريدي,,translated,,ar_001_full_address_postal_code_text_field,t
2234075,other,,ar_001,,Next,التالي,,translated,,ar_001_full_address_next_button,t
2234076,other,,ar_001,,Summary,الملخص,,translated,,ar_001_summary_title_label,t
2234077,other,,ar_001,,Service Plan,الباقة المقدمة,,translated,,ar_001_summary_service_plan_label,t
2234078,other,,ar_001,,"Monthly Subscription
 Total", مجموع الاشتراك الشهري,,translated,,ar_001_summary_monthly_subscription_total_label,t
2234079,other,,ar_001,,Fibrenet Basic:,فايبر الاساسي,,translated,,ar_001_summary_fibrenet_basic_label,t
2234080,other,,ar_001,,VAT,ضريبة القيمة المضافة,,translated,,ar_001_summary_vat_label,t
2234081,other,,ar_001,,Add-ons,الخدمات الإضافية,,translated,,ar_001_summary_add_ons_label,t
2234082,other,,ar_001,,JAWWY TV DEVICE,جهاز جاوي تي في,,translated,,ar_001_summary_jawwy_tv_device_label,t
2234083,other,,ar_001,,One Time Charges,الرسوم لمرة واحدة,,translated,,ar_001_summary_one_time_charges_label,t
2234084,other,,ar_001,,Delivery,التوصيل,,translated,,ar_001_summary_delivery_label,t
2234085,other,,ar_001,,Installation Charges (NRC),رسوم التركيب (NRC),,translated,,ar_001_summary_installation_charges_labbel,t
2234086,other,,ar_001,,Place Order,أضف طلب,,translated,,ar_001_summary_place_order_button,t
2234087,other,,ar_001,,Your order number,رقم طلبك,,translated,,ar_001_alert_order_placed_title_number,t
2234088,other,,ar_001,,Thank You For Ordering From Awasr,شكرًا لك على الطلب من أواصر,,translated,,ar_001_alert_thank_you_for_ordering_from_awasr_body_label,t
2234089,other,,ar_001,,Your Order Number,رقم طلبك,,translated,,ar_001_alert_your_order_number_body_label,t
2234090,other,,ar_001,,Order Placed,تم تقديم الطلب,,translated,,ar_001_alert_order_placed_title_label,t
2234091,other,,ar_001,,"Awasr Fibrenet is available in your location.
 Click below to continue","أواصر فايبرنت متاح في موقعك.
 انقر أدناه للمتابعة",,translated,,ar_001_alert_map_awasr_fibrenet_is_available_title_label,t
2234092,other,,ar_001,,Select,اختر,,translated,,ar_001_alert_map_select_button,t
2234093,other,,ar_001,,"Awasr Fibrenet is unavailable in your location.
 but you can pre-order the service","أواصر فايبرنت غير متاح في موقعك.
 ولكن يمكنك طلب الخدمة مسبقًا",,translated,,ar_001_alert_map_awasr_fibrenet_is_unavailable_title_label,t
2234094,other,,ar_001,,Pre-Order,طلب مسبق,,translated,,ar_001_alert_map_pre_order_button,t
2234095,other,,ar_001,,Pre-Order Location,موقع الطلب المسبق,,translated,,ar_001_map_sheet_pre_order_location_title_label,t
2234096,other,,ar_001,,"Dear Customer,",عزيزي العميل,,translated,,ar_001_map_sheet_dear_customer,t
2234097,other,,ar_001,,"You have selected a pre-order location.
 Pre-ordering means that your request
 for service will be entered into our
 system and your order will take priority
 when your location is available for delivery.","لقد قمت بتحديد موقع الطلب المسبق.
 الطلب المسبق يعني أن طلبك
 للخدمة سيتم إدخالها في موقعنا
 النظام وسيأخذ طلبك الأولوية
 عندما يكون موقعك متاحًا للتسليم.",,translated,,ar_001_map_sheet_you_have_selected_label,t
2234098,other,,ar_001,,Continue,استمرار,,translated,,ar_001_map_sheet_understand_continue,t
2234099,other,,ar_001,,Confirm Service Location,قم بتأكيد موقع الخدمة,,translated,,ar_001_map_sheet_confirm_service_location_title_label,t
2234100,other,,ar_001,,Tag:,تاغ,,translated,,ar_001_map_sheet_tag_label,t
2234101,other,,ar_001,,Governorate:,المحافظة,,translated,,ar_001_map_sheet_governorate_label,t
2234102,other,,ar_001,,Area:,المنطقة,,translated,,ar_001_map_sheet_area_label,t
2234103,other,,ar_001,,Wilayat:,الولاية,,translated,,ar_001_map_sheet_wilayat_label,t
2234104,other,,ar_001,,Confirm,تأكيد,,translated,,ar_001_map_sheet_confirm_button,t
2234105,other,,ar_001,,Privacy Policy,سياسة الخصوصية,,translated,,ar_001_alert_privacy_policy_title_label,t
2234106,other,,ar_001,,Decline,رفض,,translated,,ar_001_alert_privacy_policy_decline_button,t
2234107,other,,ar_001,,Accept,موافقة,,translated,,ar_001_alert_privacy_policy_accept_button,t
2234108,other,,ar_001,,Subscribe,الإشتراك,,translated,,ar_001_select_plan_subscribe_button,t
2234109,other,,ar_001,,Choose Photo,اختر صورة,,translated,,ar_001_alert_choose_photo_title_label,t
2234110,other,,ar_001,,Upload,تحميل,,translated,,ar_001_registration_upload_label,t
2234111,other,,ar_001,,Change,تغيير,,translated,,ar_001_registration_change_button,t
2234112,other,,ar_001,,Upload New Photo,تحميل صورة جديدة,,translated,,ar_001_registration_upload_new_photo_label,t
2234113,other,,ar_001,,OK,حسنًا,,translated,,ar_001_alert_ok_title_button,t
2234114,other,,ar_001,,Choose,اختر,,translated,,ar_001_registration_choose_button,t
2234115,other,,ar_001,,Total Price With Vat,السعر الإجمالي بما في ذلك القيمة المضافة,,translated,,ar_001_select_addons_total_price_label,t
2234116,other,,ar_001,,Remove,إزالة,,translated,,ar_001_select_addons_remove_button,t
2234117,other,,ar_001,,This will be contract signature.,سيكون هذا توقيع العقد.,,translated,,ar_001_signature_title_label_description,t
2234118,other,,ar_001,,Terms And Conditions,الأحكام والشروط,,translated,,ar_001_signature_terms_and_conditions,t
2234119,other,,ar_001,,Next,التالي,,translated,,ar_001_signature_next_button,t
2234120,other,,ar_001,,Password Does Not Match,كلمة السر غير متطابقة,,translated,,ar_001_alert_passwrod_does_not_match,t
2234121,other,,ar_001,,Please enter all required fields,الرجاء إدخال جميع الحقول المطلوبة,,translated,,ar_001_alert_please_enter_all_required_fields,t
2234122,other,,ar_001,,Please Add a Signature,الرجاء إضافة توقيع,,translated,,ar_001_alert_please_add_a_signature,t
2234123,other,,ar_001,,Please attach required files,يرجى إرفاق الملفات المطلوبة,,translated,,ar_001_alert_please_attach_required_files,t
2234124,other,,ar_001,,Please accept privacy policy,الرجاء قبول سياسة الخصوصية,,translated,,ar_001_alert_please_accept_privacy_policy,t
2234125,other,,ar_001,,Please Accept Terms And Conditions,الرجاء قبول الشروط والأحكام,,translated,,ar_001_alert_please_accept_terms_and_conditions,t
2234126,other,,ar_001,,No Signature Found,لم يتم العثور على توقيع,,translated,,ar_001_registration_no_signature_found_text_field,t
2234127,other,,ar_001,,Signature,التوقيع,,translated,,ar_001_registration_title_label,t
2234128,other,,ar_001,,Save,حفظ,,translated,,ar_001_registration_save_button,t
2234129,other,,ar_001,,Upload Documents,تحميل المستندات,,translated,,ar_001_registration_upload_documents_label,t
2234130,other,,ar_001,,No Documents Found,لم يتم العثور على مستندات,,translated,,ar_001_registration_no_documents_found_text_field,t
2234131,other,,ar_001,,Profile Picture,الصوره الشخصيه,,translated,,ar_001_registration_profile_picture_label,t
2234132,other,,ar_001,,Upload Your Photo,تحميل صورتك,,translated,,ar_001_registration_upload_your_photo_text_field,t
2234271,other,,ar_001,,Place your front side of your ID on the frame,ضع الجانب الأمامي من بطاقة هويتك على الإطار,,translated,,ar_001_front_id_label,t
2234272,other,,ar_001,,Place your Back side of your ID on the frame,ضع الجانب الخلفي من بطاقة هويتك على الإطار,,translated,,ar_001_back_id_label,t
2234273,other,,ar_001,,Empty List,قائمة فارغة,,translated,,ar_001_table_empty_list,t
2234274,other,,ar_001,,Filters,الفلاتر,,translated,,ar_001_filters_title,t
2234275,other,,ar_001,,Time,الوقت,,translated,,ar_001_time_title,t
2234276,other,,ar_001,,Delivery Order,أمر توصيل,,translated,,ar_001_delivery_order_title,t
2234277,other,,ar_001,,Please add at least one item in your list,الرجاء إضافة عنصر واحد على الأقل في قائمتك,,translated,,ar_001_add_least_item_label,t
2234278,other,,ar_001,,The minimum quantity for,الحد الأدنى للكمية لـ,,translated,,ar_001_minimum_quantity_label,t
2234279,other,,ar_001,,Is,هو,,translated,,ar_001_is_label,t
2234280,other,,ar_001,,Password not equal confirm password,كلمة المرور غير مطابقة لتأكيد كلمة المرور,,translated,,ar_001_alert_password_not_equal_confirm_label,t
2234281,other,,ar_001,,Alternative phone number is not valid,رقم الهاتف البديل غير صحيح,,translated,,ar_001_alert_phone_not_valid_label,t
2234282,other,,ar_001,,Please update your ID's expiry date,يرجى تحديث تاريخ انتهاء الهوية الخاصة بك,,translated,,ar_001_update_your_Id's_label,t
2234283,other,,ar_001,,Phone is not valid,الهاتف غير صحيح,,translated,,ar_001_phone_not_valid_label,t
2234284,other,,ar_001,,The maximum quantity for,الحد الأقصى للكمية لـ,,translated,,ar_001_maximum_quantity_label,t
2234285,other,,ar_001,,View,عرض,,translated,,ar_001_view_label,t
2234286,other,,ar_001,,HBB Activation,تفعيل HBB,,translated,,ar_001_sheet_activation_button,t
2234287,other,,ar_001,,Prepaid Activation,تفعيل خط مدفوع مسبقا,,translated,,ar_001_prepaid_activation_label,t
2234288,other,,ar_001,,Postpaid Activation,تفعيل خط فاتورة,,translated,,ar_001_postpaid_activation_label,t
2234289,other,,ar_001,,Port in,نقل رقم,,translated,,ar_001_port_in_label,t
2234290,other,,ar_001,,SIM Replacement,استبدال الشريحة,,translated,,ar_001_sim_replacement_label,t
2234133,other,,ar_001,,Please Fill All Required Fields,يرجى تعبئة جميع الحقول المطلوبة,,translated,,ar_001_registration_please_fill_all_required_fields,t
2234134,other,,ar_001,,Please verify your phone number,يرجى التحقق من رقم هاتفك,,translated,,ar_001_alert_please_verify_your_phone_number,t
2234135,other,,ar_001,,Please use another alternate mobile number,الرجاء استخدام رقم هاتف بديل آخر,,translated,,ar_001_alert_please_use_another_alternate_mobile_number,t
2234136,other,,ar_001,,Please enter a valid email address,يرجى إدخال عنوان بريد إلكتروني صالح,,translated,,ar_001_alert_please_enter_a_valid_email_address,t
2234137,other,,ar_001,,Please enter a valid name,رجاء ادخل اسما صحيحا,,translated,,ar_001_alert_please_enter_a_valid_name,t
2234138,other,,ar_001,,Please turn on the GPS,يرجى تشغيل نظام تحديد المواقع,,translated,,ar_001_alert_please_turn_on_the_gps,t
2234139,other,,ar_001,,English,الإنجليزية,,translated,,ar_001_settings_english_picker,t
2234140,other,,ar_001,,Arabic,العربية,,translated,,ar_001_settings_arabic_picker,t
2234141,other,,ar_001,,Biometric Authentication,المصادقة البيومترية,,translated,,ar_001_settings_biometric_authentication,t
2234142,other,,ar_001,,Clear,مسح,,translated,,ar_001_signature_clear_button,t
2234143,other,,ar_001,,Registration,التسجيل,,translated,,ar_001_registration_registratio_title,t
2234144,other,,ar_001,,Mobile No./Account No./Email,رقم الهاتف/رقم الحساب/البريد الالكتروني,,translated,,ar_001_bill_payment_mobile_no_account_no_email_text_field,t
2234145,other,,ar_001,,Change Plan,تغيير الباقة,,translated,,ar_001_customer_subscription_change_plan,t
2234146,other,,ar_001,,Registration Types,أنواع التسجيل,,translated,,ar_001_registration_registration_type_title_page,t
2234147,other,,ar_001,,Change Signature,تغيير التوقيع,,translated,,ar_001_registration_change_signature_button,t
2234148,other,,ar_001,,You Have Successfully Complete Your Payment,لقد أكملت الدفع بنجاح,,translated,,ar_001_you_have_successfully_message,t
2234149,other,,ar_001,,Total Outstanding Amount,إجمالي المبلغ المستحق,,translated,,ar_001_bill_payment_total_outstanding_amount_label,t
2234150,other,,ar_001,,Pay Full Amount,دفع كامل المبلغ,,translated,,ar_001_bill_payment_pay_full_amount_label,t
2234151,other,,ar_001,,Pay Differnt Amount,دفع مبلغ مختلف...,,translated,,ar_001_bill_payment_pay_differnt_amount_label,t
2234152,other,,ar_001,,OMR,ر.ع,,translated,,ar_001_bill_payment_omr_label,t
2234153,other,,ar_001,,Total To Pay,المجموع المستحق الدفع,,translated,,ar_001_bill_payment_checkout_total_to_pay_label,t
2234154,other,,ar_001,,POS Terminal Name,اسم محطة نقطة البيع,,translated,,ar_001_bill_payment_checkout_pos_terminal_name_label,t
2234155,other,,ar_001,,Status,الحالة,,translated,,ar_001_bill_payment_checkout_status_label,t
2234156,other,,ar_001,,Make Visible,اجعله مرئي,,translated,,ar_001_bill_payment_checkout_make_visible_button,t
2234157,other,,ar_001,,Pay Now,ادفع الآن,,translated,,ar_001_bill_payment_checkout_pay_now_button,t
2234158,other,,ar_001,,Search Subscriptions,البحث بالاشتراكات,,translated,,ar_001_manage_subscriptions_search_subscriptions_title_lable,t
2234159,other,,ar_001,,Search,بحث,,translated,,ar_001_manage_subscriptions_search_button,t
2234160,other,,ar_001,,ID Scan,مسح الهوية,,translated,,ar_001_manage_subscriptions_id_scan_button,t
2234161,other,,ar_001,,Customer Subscriptions,اشتراكات العملاء,,translated,,ar_001_manage_subscriptions_title_label,t
2234162,other,,ar_001,,Plan,الباقة,,translated,,ar_001_manage_subscriptions_plan_label,t
2234163,other,,ar_001,,Change Plan,تغيير الباقة,,translated,,ar_001_manage_subscriptions_change_plan_button,t
2234164,other,,ar_001,,Addons,الخدمات الاضافية,,translated,,ar_001_manage_subscriptions_addons_label,t
2234165,other,,ar_001,,Remove,إزالة,,translated,,ar_001_manage_subscriptions_remove_button,t
2234166,other,,ar_001,,Discover Addons,اكتشاف الخدمات الاضافية,,translated,,ar_001_manage_subscriptions_discover_addons_button,t
2234167,other,,ar_001,,Subscribe,اشترك,,translated,,ar_001_manage_subscriptions_subscribe_button,t
2234168,other,,ar_001,,Select Plan,اختر الباقة,,translated,,ar_001_manage_subscriptions_select_paln_title_label,t
2234169,other,,ar_001,,Select The Fibernet Home Plane You Want To Install,حدد خطة الفايبر الرئيسية التي تريد تثبيتها,,translated,,ar_001_manage_subscriptions_select_fibernet_home_plan_label,t
2234170,other,,ar_001,,Select Addons,اختر الخدمات الاضافية,,translated,,ar_001_manage_subscriptions_select_addons_title_label,t
2234171,other,,ar_001,,Choose Addons For Your Fibernet Plan,اختر الإضافات لباقتك من فيبرنت,,translated,,ar_001_manage_subscriptions_choose_addons_for_fibernet_labe,t
2234172,other,,ar_001,,Add,اضافة,,translated,,ar_001_manage_subscriptions_add_button,t
2234173,other,,ar_001,,Next,التالي,,translated,,ar_001_manage_subscriptions_next_button,t
2234174,other,,ar_001,,Save,حفظ,,translated,,ar_001_manage_subscriptions_save_button,t
2234175,other,,ar_001,,Add Addons,إضافة الخدمات الإضافية,,translated,,ar_001_manage_subscriptions_alert_add_addons_tite_label,t
2234176,other,,ar_001,,Are You Sure Add Addons,هل أنت متأكد من الاضافات المختارة ؟,,translated,,ar_001_manage_subscriptions_alert_sure_add_addons_title_label,t
2234177,other,,ar_001,,Yes,نعم,,translated,,ar_001_manage_subscriptions_alert_yes_button,t
2234178,other,,ar_001,,Addons Added,الاضافات المختارة,,translated,,ar_001_manage_subscriptions_addons_added_title_label,t
2234179,other,,ar_001,,Addons Added Successfully,تم اختيار الاضافات بنجاح,,translated,,ar_001_manage_subscriptions_addons_added_successfully_label,t
2234180,other,,ar_001,,Done,تم,,translated,,ar_001_manage_subscriptions_done_button,t
2234181,other,,ar_001,,Total Price,السعر الكلي,,translated,,ar_001_summary_total_price_label,t
2234182,other,,ar_001,,Existing Customer,العميل مسجل,,translated,,ar_001_customer_details_exisiting_customer_label,t
2234183,other,,ar_001,,New Customer,عميل جديد,,translated,,ar_001_customer_details_new_customer_label,t
2234184,other,,ar_001,,OMR,ر.ع,,translated,,ar_001_home_currency_label,t
2234185,other,,ar_001,,Commission Reports,تقارير العمولة,,translated,,ar_001_commission_reports_title_label,t
2234186,other,,ar_001,,All,الكل,,translated,,ar_001_commission_reports_all_label,t
2234187,other,,ar_001,,Ordering,الطلب,,translated,,ar_001_commission_reports_ordering_label,t
2234188,other,,ar_001,,Upgrade,ترقية,,translated,,ar_001_commission_reports_upgrade_label,t
2234189,other,,ar_001,,Bill Payment,دفع الفاتورة,,translated,,ar_001_commission_reports_bill_payment_label,t
2234190,other,,ar_001,,Billing,الفوترة,,translated,,ar_001_commission_reports_billing_label,t
2234191,other,,ar_001,,Total Commission,إجمالي العمولة,,translated,,ar_001_commission_reports_total_commission_label,t
2234192,other,,ar_001,,Pay Out,المدفوع,,translated,,ar_001_commission_reports_pay_out_label,t
2234193,other,,ar_001,,Due Amount,المبلغ المستحق,,translated,,ar_001_commission_reports_due_amount_label,t
2234194,other,,ar_001,,Payout,الدفع,,translated,,ar_001_commission_reports_payout_button,t
2234195,other,,ar_001,,Target Vs Achievement,الهدف / الإنجاز,,translated,,ar_001_commission_reports_target_vs_achievement_button,t
2234196,other,,ar_001,,Order Status,حالة الطلب,,translated,,ar_001_commission_reports_order_status_button,t
2234197,other,,ar_001,,Date,التاريخ,,translated,,ar_001_commission_reports_date_label,t
2234198,other,,ar_001,,Action,الإجراء,,translated,,ar_001_commission_reports_action_label,t
2234199,other,,ar_001,,Plan/ Bill amount,الخطة/مبلغ الفاتورة,,translated,,ar_001_commission_reports_plan_bill_amount_label,t
2234200,other,,ar_001,,Commission (OMR),العمولة(ر.ع),,translated,,ar_001_commission_reports_commission_omr_label,t
2234201,other,,ar_001,,Target,الهدف,,translated,,ar_001_commission_reports_target_label,t
2234202,other,,ar_001,,Achievement,الانجاز,,translated,,ar_001_commission_reports_achievement_label,t
2234203,other,,ar_001,,Received,المستلم,,translated,,ar_001_commission_reports_received_label,t
2234204,other,,ar_001,,Connected,المتصل,,translated,,ar_001_commission_reports_connected_label,t
2234205,other,,ar_001,,Pending,قيد الانتظار,,translated,,ar_001_commission_reports_pending_label,t
2234206,other,,ar_001,,Rejected,مرفوض,,translated,,ar_001_commission_reports_rejected_label,t
2234207,other,,ar_001,,E-Top Up,تعبئة الرصيد بالإنترنت,,translated,,ar_001_home_services_e_top_up_label,t
2234208,other,,ar_001,,E-Voucher,قسيمة إلكترونية,,translated,,ar_001_home_services_e_voucher_label,t
2234209,other,,ar_001,,History,التاريخ,,translated,,ar_001_home_services_history_label,t
2234210,other,,ar_001,,Reports,التقارير,,translated,,ar_001_home_services_report_label,t
2234211,other,,ar_001,,Balance In The Wallet,الرصيد في المحفظة,,translated,,ar_001_home_balance_in_the_wallet_label,t
2234212,other,,ar_001,,Inventory Dashboard,لوحة معلومات المخزون,,translated,,ar_001_home_inventory_dashboard_label,t
2234213,other,,ar_001,,Customer Activities,أنشطة العملاء,,translated,,ar_001_home_customer_activities_label,t
2234214,other,,ar_001,,Sales Activities,أنشطة المبيعات,,translated,,ar_001_home_sales_activities_label,t
2234215,other,,ar_001,,Order Date,تاريخ الطلب,,translated,,ar_001_purchase_orders_order_date_label,t
2234216,other,,ar_001,,Purchase Orders,طلبات الشراء,,translated,,ar_001_sales_activities_purchase_orders_label,t
2234217,other,,ar_001,,Sales Order,طلب المبيعات,,translated,,ar_001_sales_activities_sales_order_label,t
2234218,other,,ar_001,,My Hierarchy,التسلسل الهرمي الخاص بي,,translated,,ar_001_sales_activities_my_hierarchy_label,t
2234219,other,,ar_001,,Visit Management,إدارة الزيارات,,translated,,ar_001_sales_activities_visit_management_label,t
2234220,other,,ar_001,,Stocks Return,ارجاع البضاعة,,translated,,ar_001_sales_activities_stocks_return_label,t
2234221,other,,ar_001,,Search Now,ابحث الآن,,translated,,ar_001_purchase_orders_search_now_label,t
2234222,other,,ar_001,,Place Order,أضف طلب,,translated,,ar_001_purchase_orders_place_order_label,t
2234223,other,,ar_001,,No Connection,لا يوجد اتصال,,translated,,ar_001_no_connection,t
2234224,other,,ar_001,,Please enable Location Services in Settings,يرجى تمكين خدمات الموقع في الإعدادات,,translated,,ar_001_open_location_settings_alert_description,t
2234225,other,,ar_001,,Total Price with VAT,السعر الإجمالي بما في ذلك القيمة المضافة,,translated,,ar_001_plan_total_price_with_vat_label,t
2234226,other,,ar_001,,VAT,ضريبة القيمة المضافة,,translated,,ar_001_plan_vat_label,t
2234227,other,,ar_001,,OF,من,,translated,,ar_001_home_of_label,t
2234228,other,,ar_001,,Total,المجموع,,translated,,ar_001_ordering_total_label,t
2234229,other,,ar_001,,Select your location,حدد موقعك,,translated,,ar_001_manage_subscriptions_select_your_location_label,t
2234230,other,,ar_001,,"If service is not available, drop a pin",إذا لم تكن الخدمة متاحة، قم بوضع دبوس,,translated,,ar_001_manage_subscriptions_service_not_available_label,t
2234231,other,,ar_001,,To pre-order,للطلب المسبق,,translated,,ar_001_manage_subscriptions_pre-order_label,t
2234232,other,,ar_001,,From Date,من تاريخ,,translated,,ar_001_from_date_label,t
2234233,other,,ar_001,,To Date,الى تاريخ,,translated,,ar_001_to_date_label,t
2234234,other,,ar_001,,Credit,رصيد دائن,,translated,,ar_001_credit_label,t
2234235,other,,ar_001,,Debit,رصيد مدين,,translated,,ar_001_debit_label,t
2234236,other,,ar_001,,Amount,المبلغ,,translated,,ar_001_amount_label,t
2234237,other,,ar_001,,Activity,النشاط,,translated,,ar_001_activity_label,t
