id,name,res_id,lang,type,src,value,module,state,comments,lp_key,lp_isusedbyexternalapps
2234922,other,,ar_001,,Please type a message to send,الرجاء كتابة الرسالة لإرسالها,,translated,,ar_001_add_broadcast_message_warning,t
2234923,other,,ar_001,,No Location,لا يوجد موقع,,translated,,ar_001_no_location_label,t
2234924,other,,ar_001,,Enter your message here,أدخل رسالتك هنا,,translated,,ar_001_enter_your_message_label,t
2234925,other,,ar_001,,Write a message,اكتب رسالة,,translated,,ar_001_write_a_message_label,t
2234926,other,,ar_001,,Attach file,إرفاق الملف,,translated,,ar_001_attach_file_label,t
2234927,other,,ar_001,,Upload file,تحميل الملف,,translated,,ar_001_upload_file_label,t
2234928,other,,ar_001,,press to start recording,اضغط لبدء التسجيل,,translated,,ar_001_press_to_start_recording_label,t
2234929,other,,ar_001,,press to stop recording,اضغط لإيقاف التسجيل,,translated,,ar_001_press_to_stop_recording_label,t
2234930,other,,ar_001,,Click below to select the recipient for your message.,انقر أدناه لتحديد المستلم لرسالتك.,,translated,,ar_001_click_below_to_select_recipient_for_message,t
2234931,other,,ar_001,,Add recipient,إضافة المستلم,,translated,,ar_001_add_recipient_label,t
2234932,other,,ar_001,,Send,يرسل,,translated,,ar_001_send_button_title,t
2234933,other,,ar_001,,Received,تلقى,,translated,,ar_001_received_title_label,t
2234934,other,,ar_001,,File,ملف,,translated,,ar_001_file_label,t
2234935,other,,ar_001,,Voice,صوت,,translated,,ar_001_voice_label,t
2234936,other,,ar_001,,Are you sure to submit survey before end time?,هل أنت متأكد من إرسال الاستطلاع قبل وقت الانتهاء؟,,translated,,ar_001_alert_survey_timer_label,t
2234937,other,,ar_001,,KPIs,مؤشرات الأداء الرئيسية,,translated,,ar_001_kpis_label,t
2234938,other,,ar_001,,performance at glance(Last 10 days),نظرة عامة على الأداء (آخر 10 أيام),,translated,,ar_001_performance_glance_last_days_label,t
2234939,other,,ar_001,,Cancel Visit,إلغاء الزيارة,,translated,,ar_001_cancel_visit_label,t
2234940,other,,ar_001,,Select Area,حدد المنطقة,,translated,,ar_001_select_area_label,t
2234941,other,,ar_001,,Select Region,حدد المنطقة,,translated,,ar_001_select_region_label,t
2234942,other,,ar_001,,Select Wilaya,اختر الولاية,,translated,,ar_001_select_wilaya_label,t
2234943,other,,ar_001,,Select Location,حدد الموقع,,translated,,ar_001_select_location_label,t
2234944,other,,ar_001,,"To populate the result date, please select the visit date first",لتعبئة تاريخ النتيجة، يرجى تحديد تاريخ الزيارة أولاً,,translated,,ar_001_visit_result_date_warning,t
2234945,other,,ar_001,,Please selecte at least one item,الرجاء تحديد عنصر واحد على الأقل,,translated,,ar_001_please_selecte_at_least_one_item_label,t
2234946,other,,ar_001,,Please fill the title,الرجاء ملء العنوان,,translated,,ar_001_alert_please_fill_title,t
2234947,other,,ar_001,,No data found,لم يتم العثور على أي بيانات,,translated,,ar_001_no_data_found_label,t
2234948,other,,ar_001,,Area manager ,مدير المنطقة,,translated,,ar_001_area_manager_label,t
2234949,other,,ar_001,,Choose Dealer,اختر التاجر,,translated,,ar_001_choose_dealer_label,t
2234950,other,,ar_001,,Choose Area manager,اختر مدير المنطقة,,translated,,ar_001_choose_area_manager,t
2234951,other,,ar_001,,Choose DSM,اختر DSM,,translated,,ar_001_choose_dsm_label,t
2234952,other,,ar_001,,Enter your answer,أدخل إجابتك,,translated,,ar_001_enter_your_answer_label,t
2234953,other,,ar_001,,Enter your message here,أدخل رسالتك هنا,,translated,,ar_001_enter_your_message_here_label,t
2234954,other,,ar_001,,Send,يرسل,,translated,,ar_001_send_label,t
2234955,other,,ar_001,,"Invalid QR code or the QR code is expired, kindly refresh the page to get the new QR code.",رمز الاستجابة السريعة (QR) غير صالح أو انتهت صلاحية رمز الاستجابة السريعة، يرجى تحديث الصفحة للحصول على رمز الاستجابة السريعة الجديد.,,translated,,ar_001_validation_qr_code_message,t
2234291,other,,ar_001,,Forget Password,نسيت كلمة المرور,,translated,,ar_001_forgot_password_label,t
2234292,other,,ar_001,,Activation,التفعيل,,translated,,ar_001_activation_label,t
2234293,other,,ar_001,,Payment Confirmation,تأكيد الدفع,,translated,,ar_001_payment_confirmation_label,t
2234294,other,,ar_001,,Postpaid Activation Request Has Been Sent,تم إرسال طلب تفعيل خط الفاتورة,,translated,,ar_001_postpaid_activation_request_message_label,t
2234295,other,,ar_001,,This Number For You,هذا الرقم لك,,translated,,ar_001_this_number_for_you_label,t
2234296,other,,ar_001,,Pick Different Number,اختر رقماً آخر,,translated,,ar_001_pick_different_number_button,t
2234297,other,,ar_001,,Choose SIM Type,اختر نوع الشريحة,,translated,,ar_001_choose_sim_type_label,t
2234298,other,,ar_001,,E - SIM,الشريحة الالكترونية,,translated,,ar_001_e_sim_label,t
2234299,other,,ar_001,,Physical - SIM,الشريحة الفيزيائية,,translated,,ar_001_physical_sim_label,t
2234300,other,,ar_001,,SIM Card,شريحة جوال,,translated,,ar_001_sim_card_text_field,t
2234301,other,,ar_001,,Credit limit,الحد الائتماني,,translated,,ar_001_credit_limit_text_field,t
2234302,other,,ar_001,,Scan,مسح,,translated,,ar_001_scan_button,t
2234303,other,,ar_001,,Old Type,النوع القديم,,translated,,ar_001_old_type_label,t
2234304,other,,ar_001,,Postpaid,الدفع الآجل,,translated,,ar_001_postpaid_label,t
2234305,other,,ar_001,,Prepaid,الدفع المسبق,,translated,,ar_001_prepaid_label,t
2234306,other,,ar_001,,MSISDN,رقم الجوال,,translated,,ar_001_msisdn_label_text_field,t
2234307,other,,ar_001,,Current SIM NO,رقم الشريحة الحالي,,translated,,ar_001_current_sim_no_text_field,t
2234308,other,,ar_001,,Current SIM Type,نوع الشريحة الحالية,,translated,,ar_001_current_sim_type_label,t
2234309,other,,ar_001,,New SIM Type,نوع الشريحة الجديدة,,translated,,ar_001_new_sim_type_label,t
2234310,other,,ar_001,,New SIM Code,رمز الشريحة الجديدة,,translated,,ar_001_new_sim_code_text_fiield,t
2234311,other,,ar_001,,Plan/Bill Amount,مبلغ الباقة/ الفاتورة,,translated,,ar_001_plan_bill_amount_label,t
2234312,other,,ar_001,,Commission(OMR),العمولة (ريال عماني),,translated,,ar_001_commission_omr_label,t
2234313,other,,ar_001,,Search By Email…,البحث عن طريق البريد الإلكتروني...,,translated,,ar_001_search_by_email_title_label,t
2234314,other,,ar_001,,Search By ID,البحث برقم الهوية,,translated,,ar_001_search_by_id_title_label,t
2234315,other,,ar_001,,Visit Status,حالة الزيارة,,translated,,ar_001_visit_status_label,t
2234316,other,,ar_001,,Purchase Status,حالة الشراء,,translated,,ar_001_purchase_status_label,t
2234317,other,,ar_001,,Delivery Status,حالة التوصيل,,translated,,ar_001_delivery_status_label,t
2234318,other,,ar_001,,Denomination,الفئة,,translated,,ar_001_denomination_hint_label,t
2234319,other,,ar_001,,Recharge Type,نوع الشحن,,translated,,ar_001_recharge_type_hint_label,t
2234320,other,,ar_001,,Mobile No./Nickname,رقم الجوال/ الاسم الحركي,,translated,,ar_001_no_nick_name_hint_label,t
2234321,other,,ar_001,,Amount,المبلغ,,translated,,ar_001_amount_hint_label,t
2234322,other,,ar_001,,Pin,دبوس,,translated,,ar_001_pin_hint_label,t
2234323,other,,ar_001,,Next,التالي,,translated,,ar_001_next_button_label,t
2234324,other,,ar_001,,Search Now,ابحث الآن,,translated,,ar_001_search_now_hint_label,t
2234325,other,,ar_001,,Order Status,حالة الطلب,,translated,,ar_001_order_status_label,t
2234326,other,,ar_001,,Product,المنتج,,translated,,ar_001_product_hint_label,t
2234327,other,,ar_001,,Channel Member,عضو القناة,,translated,,ar_001_channel_member_label,t
2234328,other,,ar_001,,Visit Name,اسم الزيارة,,translated,,ar_001_visit_name_label,t
2234329,other,,ar_001,,Assigned To,مخصص ل,,translated,,ar_001_assigned_to_label,t
2234330,other,,ar_001,,Date From,التاريخ من,,translated,,ar_001_date_from_label,t
2234331,other,,ar_001,,Date To,التاريخ ل,,translated,,ar_001_date_to_label,t
2234332,other,,ar_001,,Steps of call,خطوات الاتصال,,translated,,ar_001_steps_of_call_label,t
2234333,other,,ar_001,,Is Recurring ?,هل هو متكرر؟,,translated,,ar_001_is_recurring_label,t
2234334,other,,ar_001,,Channel Members,أعضاء القناة,,translated,,ar_001_channel_members_label,t
2234335,other,,ar_001,,View Map,إعرض الخريطة,,translated,,ar_001_view_map_button,t
2234336,other,,ar_001,,Members Visit,زيارة الأعضاء,,translated,,ar_001_member_visit_label,t
2234337,other,,ar_001,,Target,الهدف,,translated,,ar_001_target_label,t
2234338,other,,ar_001,,Go To Location,اذهب إلى الموقع,,translated,,ar_001_go_to_location_button,t
2234339,other,,ar_001,,Name,الاسم,,translated,,ar_001_name_label,t
2234340,other,,ar_001,,Location,الموقع,,translated,,ar_001_location_label,t
2234341,other,,ar_001,,Profile Image,صورة الملف الشخصي,,translated,,ar_001_profile_image_label,t
2234342,other,,ar_001,,Select Channel Member,حدد عضو القناة,,translated,,ar_001_select_channe_member_title_label,t
2234343,other,,ar_001,,Channel Member,عضو القناة,,translated,,ar_001_channel_member_text_field,t
2234344,other,,ar_001,,New Order,طلب جديد,,translated,,ar_001_new_order_title_label,t
2234345,other,,ar_001,,Manage,ادارة,,translated,,ar_001_manage_label,t
2234346,other,,ar_001,,Build Your Own,اصنع بنفسك,,translated,,ar_001_build_your_own_segment_control_title,t
2234347,other,,ar_001,,Predefined,محدّد مسبقًا,,translated,,ar_001_pedefined_segment_control_title,t
2234348,other,,ar_001,,Activate,تفعيل,,translated,,ar_001_activate_button,t
2234349,other,,ar_001,,Temp NO,رقم مؤقت,,translated,,ar_001_temp_no_text_field,t
2234350,other,,ar_001,,Port In No,رقم الاحتفاظ بالرقم,,translated,,ar_001_port_in_no,t
2234351,other,,ar_001,,Donor,المانح,,translated,,ar_001_donor,t
2234352,other,,ar_001,,Minutes,دقائق,,translated,,ar_001_minutes_label,t
2234353,other,,ar_001,,GB,جيجابايت,,translated,,ar_001_gb_label,t
2234354,other,,ar_001,,Internet,إنترنت,,translated,,ar_001_internet_label,t
2234355,other,,ar_001,,Local,محلي,,translated,,ar_001_local_label,t
2234356,other,,ar_001,,Reject,رفض,,translated,,ar_001_reject_label,t
2234357,other,,ar_001,,Reject Reason,سبب الرفض,,translated,,ar_001_reject_reason_label,t
2234358,other,,ar_001,,Approve,قبول,,translated,,ar_001_approve_label,t
2234359,other,,ar_001,,Approved,مقبولة,,translated,,ar_001_approved_label,t
2234360,other,,ar_001,,All channel members,جميع اعضاء القناة,,translated,,ar_001_all_channel_label,t
2234361,other,,ar_001,,Your Privacy Policy goes here,سياسة الخصوصية الخاصة بك هنا,,translated,,ar_001_privacy_policy_goes_label,t
2234362,other,,ar_001,,No Member Result,لا يوجد نتائج للعضو,,translated,,ar_001_member_result_label,t
2234363,other,,ar_001,,Order date :,تاريخ الطلب :,,translated,,ar_001_order_date_label,t
2234364,other,,ar_001,,Open Settings,فتح الإعدادات,,translated,,ar_001_open_settings_label,t
2234365,other,,ar_001,,Payment Method,طريقة الدفع,,translated,,ar_001_payment_method_label,t
2234366,other,,ar_001,,Cash,نقداً,,translated,,ar_001_cash_label,t
2234367,other,,ar_001,,POS,نقاط البيع,,translated,,ar_001_pos_label,t
2234368,other,,ar_001,,Confirm Payment,تأكيد الدفع,,translated,,ar_001_confirm_payment_label,t
2234369,other,,ar_001,,Add Visit Results,إضافة نتائج الزيارة,,translated,,ar_001_visit_results_label,t
2234370,other,,ar_001,,Quantity :,الكمية :,,translated,,ar_001_quantity_label,t
2234371,other,,ar_001,,No Visits,لا يوجد زيارات,,translated,,ar_001_no_visit_label,t
2234372,other,,ar_001,,Introducing a new leading point product sales app,تقديم تطبيق مبيعات منتج رائد جديد,,translated,,ar_001_new_leading_point_product_label,t
2234373,other,,ar_001,,Stocks,المخزون,,translated,,ar_001_stocks_label,t
2234374,other,,ar_001,,Visit has started,بدأت الزيارة,,translated,,ar_001_visit_started_label,t
2234375,other,,ar_001,,Basic,أساسي,,translated,,ar_001_basic_label,t
2234376,other,,ar_001,,Mbps,ميغابت في الثانية,,translated,,ar_001_mbps_label,t
2234377,other,,ar_001,,Visit Purpose,هدف الزيارة,,translated,,ar_001_visit_purpose_hint_label,t
2234378,other,,ar_001,,Visit Date,تاريخ الزيارة,,translated,,ar_001_visit_date_hint_label,t
2234379,other,,ar_001,,Survey,الاستبيان,,translated,,ar_001_survey_hint_label,t
2234380,other,,ar_001,,Surveyed By,قام بالاستبيان,,translated,,ar_001_surveyed_by_hint_label,t
2234381,other,,ar_001,,Visit Results,نتائج الزيارة,,translated,,ar_001_visit_results_hint_label,t
2234382,other,,ar_001,,Select Reason,حدد السبب,,translated,,ar_001_select_reason_hint_label,t
2234383,other,,ar_001,,Start Range,بداية النطاق,,translated,,ar_001_start_range_hint_label,t
2234384,other,,ar_001,,End Range,نهاية النطاق,,translated,,ar_001_end_range_hint_label,t
2234385,other,,ar_001,,SIM Code,كود الشريحة,,translated,,ar_001_sim_code_hint_label,t
2234386,other,,ar_001,,Serial Number,الرقم التسلسلي,,translated,,ar_001_serial_number_hint_label,t
2234387,other,,ar_001,,Cycle,دورة,,translated,,ar_001_cycle_hint_label,t
2234388,other,,ar_001,,Intl.,دولي,,translated,,ar_001_intl_label,t
2234389,other,,ar_001,,Need Your Location,بحاجة إلى موقعك,,translated,,ar_001_need_your_location_label,t
2234457,other,,ar_001,,(Vat included),(شامل ضريبة القيمة المضافة),,translated,,ar_001_vat_included_brackets_label,t
2234458,other,,ar_001,,Successfully Done,تمت العملية بنجاح,,translated,,ar_001_successfully_done_label,t
2234459,other,,ar_001,,Request for Order,تقديم طلب,,translated,,ar_001_request_order_label,t
2234460,other,,ar_001,,Select the type of request and enter the amount,حدد نوع الطلب وأدخل المبلغ,,translated,,ar_001_select_type_request_and_enter_amount_label,t
2234461,other,,ar_001,,Amount (OMR),المبلغ (ريال عماني),,translated,,ar_001_amount_omr_label,t
2234462,other,,ar_001,,E-topup,شحن إلكتروني,,translated,,ar_001_e_top_up_label,t
2234463,other,,ar_001,,E-voucher,قسيمة إلكترونية,,translated,,ar_001_e_voucher_label,t
2234464,other,,ar_001,,E-voucher request,طلب قسيمة إلكترونية,,translated,,ar_001_e_voucher_request_label,t
2234472,other,,ar_001,,Voucher ready to print,القسيمة جاهزة للطباعة,,translated,,ar_001_voucher_ready_to_print_label,t
2234473,other,,ar_001,,Inbox is empty,البريد الوارد فارغ,,translated,,ar_001_inbox_empty_label,t
2234474,other,,ar_001,,Download,تحميل,,translated,,ar_001_download_label,t
2234475,other,,ar_001,,Share by email,مشاركة عبر البريد الإلكتروني,,translated,,ar_001_share_by_email_label,t
2234476,other,,ar_001,,Reprint,اعادة الطباعة,,translated,,ar_001_reprint_label,t
2234477,other,,ar_001,,Voucher Code,رمز القسيمة,,translated,,ar_001_voucher_code_label,t
2234478,other,,ar_001,,Plan Name,اسم الباقة,,translated,,ar_001_plan_name_label,t
2234479,other,,ar_001,,Printer not connected,الطابعة غير متصلة,,translated,,ar_001_printer_not_connected_label,t
2234480,other,,ar_001,,Plan will give you,ستمنحك الباقة,,translated,,ar_001_plan_will_give_you_label,t
2234481,other,,ar_001,,Continue,استمر,,translated,,ar_001_continue_label,t
2234482,other,,ar_001,,Fibrenet Is Available In Your Location. Click Below To Continue,الفايبرنت متوفر في موقعك. انقر أدناه للاستمرار,,translated,,ar_001_fibrenet_is_available_title_label,t
2234483,other,,ar_001,,Select access technology,حدد تقنية الوصول,,translated,,ar_001_select_technology_label,t
2234484,other,,ar_001,,Fibrenet Is Unavailable In Your Location. But You Can Choose Fixed 4/5G Or Pre-Order The Service,فايبرنت غير متوفر في موقعك. ولكن يمكنك اختيار 4 / 5G الثابتة أو طلب الخدمة مسبقًا,,translated,,ar_001_fibrenet_is_unavailable_title_label,t
2234485,other,,ar_001,,Select FDN number,حدد رقم FDN,,translated,,ar_001_select_fdn_number_label,t
2234486,other,,ar_001,,SIM Number,رقم بطاقة الشريحة,,translated,,ar_001_sim_number_label,t
2234487,other,,ar_001,,CPE IMEI,رقم الجهاز التسلسلي,,translated,,ar_001_cpe_imei_label,t
2234488,other,,ar_001,,User ID,رقم المستخدم,,translated,,ar_001_user_id_label,t
2234489,other,,ar_001,,"Welcome,",مرحبا،,,translated,,ar_001_welcome_home_dashboard_label,t
2234490,other,,ar_001,,Added,تمت الإضافة,,translated,,ar_001_added_label,t
2234491,other,,ar_001,,Sales Dashboard,لوحة المبيعات,,translated,,ar_001_sales_dashboard_label,t
2234516,other,,ar_001,,Recur Every,يتكرر كل,,translated,,ar_001_recur_every_label,t
2234585,other,,ar_001,,Vat included ,شامل ضريبة القيمة المضافة,,translated,,ar_001_vat_included_label,t
2234586,other,,ar_001,,Select number,اختر رقم,,translated,,ar_001_select_number_label,t
2234587,other,,ar_001,,Your request has been submitted,لقد تم تقديم طلبك,,translated,,ar_001_your_request_has_been_submitted_label,t
2234588,other,,ar_001,,New ICCID,ICCID الجديد,,translated,,ar_001_new_iccid_label,t
2234589,other,,ar_001,,Old SIM,بطاقة SIM قديمة,,translated,,ar_001_old_sim_label,t
2234590,other,,ar_001,,Is PKI SIM ,هل PKI SIM,,translated,,ar_001_is_pki_sim_label,t
2234591,other,,ar_001,,Is SIM cost paid,هل تم دفع تكلفة الشريحة؟,,translated,,ar_001_is_sim_cost_paid_label,t
2234592,other,,ar_001,,SIM replacement fulfilment,استكمال استبدال بطاقة SIM,,translated,,ar_001_sim_replacement_fulfilment_title_label,t
2234593,other,,ar_001,,Services,خدمات,,translated,,ar_001_services_label,t
2234594,other,,ar_001,,Document type,نوع المستند,,translated,,ar_001_document_type_label,t
2234595,other,,ar_001,,Paid,مدفوع,,translated,,ar_001_paid_label,t
2234596,other,,ar_001,,Unpaid,غير مدفوع الأجر,,translated,,ar_001_unpaid_label,t
2234597,other,,ar_001,,Flexi Mins,دقائق مرنة,,translated,,ar_001_flexi_mins_label,t
2234598,other,,ar_001,,Cross Mins,كروس مينس,,translated,,ar_001_cross_mins_label,t
2234599,other,,ar_001,,Data,بيانات,,translated,,ar_001_data_label,t
2234600,other,,ar_001,,Subscription details,تفاصيل الاشتراك,,translated,,ar_001_subscription_details_label,t
2234601,other,,ar_001,,Credit class,فئة الائتمان,,translated,,ar_001_credit_class_label,t
2234602,other,,ar_001,,Weeks,أسابيع,,translated,,ar_001_weeks_label,t
2234603,other,,ar_001,,Salary range,نطاق الراتب,,translated,,ar_001_salary_range_label,t
2234604,other,,ar_001,,Customize plan,تخصيص الخطة,,translated,,ar_001_customize_plan_label,t
2234605,other,,ar_001,,Service location,موقع الخدمة,,translated,,ar_001_service_location_label,t
2234606,other,,ar_001,,Search location,موقع البحث,,translated,,ar_001_search_location_label,t
2234607,other,,ar_001,,Street name,اسم الشارع,,translated,,ar_001_street_name_label,t
2234608,other,,ar_001,,FTTH Plan,خطة FTTH,,translated,,ar_001_ftth_plan_label,t
2234609,other,,ar_001,,FDN number,رقم FDN,,translated,,ar_001_fdn_number_label,t
2234610,other,,ar_001,,Increase customer credit limit,زيادة حد الائتمان للعميل,,translated,,ar_001_increase_customer_credit_limit_label,t
2234611,other,,ar_001,,Important:,مهم:,,translated,,ar_001_important_label,t
2234612,other,,ar_001,,Items,أغراض,,translated,,ar_001_items_label,t
2234613,other,,ar_001,,Id copy,نسخة الهوية,,translated,,ar_001_id_copy_label,t
2234614,other,,ar_001,,CPE,شهادة التعليم المستمر,,translated,,ar_001_cpe_label,t
2234615,other,,ar_001,,IMEI,رقم IMEI,,translated,,ar_001_imei_label,t
2234616,other,,ar_001,,Access technology,تكنولوجيا الوصول,,translated,,ar_001_access_technology_label,t
2234617,other,,ar_001,,Custom Plan,خطة مخصصة,,translated,,ar_001_custom_plan_label,t
2234618,other,,ar_001,,One time,مرة واحدة,,translated,,ar_001_one_time_label,t
2234619,other,,ar_001,,Auto renewal,تجديد تلقائي,,translated,,ar_001_auto_renewal_label,t
2234620,other,,ar_001,,MIN,مين,,translated,,ar_001_min_label,t
2234621,other,,ar_001,,MB,ميجا بايت,,translated,,ar_001_mb_label,t
2234622,other,,ar_001,,All add-ons,جميع الخدمات الاضافية,,translated,,ar_001_all_addons_label,t
2234623,other,,ar_001,,Deselect,إلغاء التحديد,,translated,,ar_001_deselect_button_label,t
2234624,other,,ar_001,,Installment amount (OMR),مبلغ القسط (ريال عماني),,translated,,ar_001_installment_amount_label,t
2234625,other,,ar_001,,Vanity amount (OMR),مبلغ الغرور (ريال عماني),,translated,,ar_001_vanity_omr_label,t
2234626,other,,ar_001,,Deposit amount (OMR),مبلغ الإيداع (ريال عماني),,translated,,ar_001_deposit_omr_label,t
2234627,other,,ar_001,,Due amount with 5% VAT,المبلغ المستحق مع ضريبة القيمة المضافة 5٪,,translated,,ar_001_due_vat_label,t
2234628,other,,ar_001,,Billing address,عنوان الفاتورة,,translated,,ar_001_billing_address_label,t
2234629,other,,ar_001,,City,مدينة,,translated,,ar_001_city_label,t
2234630,other,,ar_001,,P O BOX,صندوق بريد,,translated,,ar_001_pobox_label,t
2234631,other,,ar_001,,PC code,كود الكمبيوتر,,translated,,ar_001_pc_code_label,t
2234632,other,,ar_001,,Physical address,العنوان الفعلي,,translated,,ar_001_physical_address_label,t
2234633,other,,ar_001,,walleye,سمك الوولاي,,translated,,ar_001_walleye_label,t
2234634,other,,ar_001,,region,منطقة,,translated,,ar_001_region_new_label,t
2234635,other,,ar_001,,Locality,الموقع,,translated,,ar_001_locality_label,t
2234636,other,,ar_001,,way number,رقم الطريق,,translated,,ar_001_way_number_label,t
2234637,other,,ar_001,,House/flat number,رقم المنزل/الشقة,,translated,,ar_001_house_number_label,t
2234638,other,,ar_001,,Land mark,معلم أرضي,,translated,,ar_001_land_mark_label,t
2234639,other,,ar_001,,New address,عنوان جديد,,translated,,ar_001_new_address_label,t
2234640,other,,ar_001,,Phone number,رقم التليفون,,translated,,ar_001_phone_label,t
2234641,other,,ar_001,,Email,بريد إلكتروني,,translated,,ar_001_email_label,t
2234642,other,,ar_001,,Is billing Email,هل يتم إرسال الفاتورة عبر البريد الإلكتروني؟,,translated,,ar_001_is_billing_email_label,t
2234643,other,,ar_001,,Contact,اتصال,,translated,,ar_001_contact_label,t
2234644,other,,ar_001,,Subscription agreement,اتفاقية الاشتراك,,translated,,ar_001_subscription_agreement_label,t
2234645,other,,ar_001,,Add contact,إضافة جهة اتصال,,translated,,ar_001_add_contact_label,t
2234646,other,,ar_001,,Collateral type,نوع الضمان,,translated,,ar_001_collateral_type_label,t
2234647,other,,ar_001,,Show contract,عرض العقد,,translated,,ar_001_show_contract_label,t
2234648,other,,ar_001,,Upgrade/new connection,ترقية/اتصال جديد,,translated,,ar_001_upgrade_new_connection_label,t
2234649,other,,ar_001,,Buy a new connection,شراء اتصال جديد,,translated,,ar_001_buy_new_connection_label,t
2234650,other,,ar_001,,Change technology,تغيير التكنولوجيا,,translated,,ar_001_change_technology_label,t
2234651,other,,ar_001,,Extra bonus data,بيانات إضافية إضافية,,translated,,ar_001_extra_bonus_label,t
2234652,other,,ar_001,,Internet roaming ,تجوال الإنترنت,,translated,,ar_001_internet_roaming_label,t
2234653,other,,ar_001,,Voice local,صوت محلي,,translated,,ar_001_voice_local_label,t
2234654,other,,ar_001,,Tag,وسم,,translated,,ar_001_tag_label,t
2234655,other,,ar_001,,Postpaid fulfilment,استيفاء الدفع اللاحق,,translated,,ar_001_postpaid_fulfillment_label,t
2234656,other,,ar_001,,Port In number,رقم المنفذ,,translated,,ar_001_port_in_number_label,t
2234657,other,,ar_001,,Current charging type,نوع الشحن الحالي,,translated,,ar_001_current_charging_label,t
2234658,other,,ar_001,,Select MSISDN,اختر رقم,,translated,,ar_001_select_msisdn_label,t
2234659,other,,ar_001,,Renewal,تجديد,,translated,,ar_001_renewal_label,t
2234660,other,,ar_001,,Traceable,قابلة للتتبع,,translated,,ar_001_tracable_label,t
2234661,other,,ar_001,,Additional remarks,ملاحظات إضافية,,translated,,ar_001_additional_remark_label,t
2234662,other,,ar_001,,Contract,عقد,,translated,,ar_001_contract_label,t
2234663,other,,ar_001,,Total (OMR),الإجمالي (ريال عماني),,translated,,ar_001_total_omr_label,t
2234664,other,,ar_001,,* Capture bank statement from the last 3 months that reflects customer’s monthly income,* الحصول على كشف حساب بنكي للأشهر الثلاثة الماضية يعكس الدخل الشهري للعميل,,translated,,ar_001_important_first_statement_label,t
2234665,other,,ar_001,,* Name in the bank statement should match ID,يجب أن يتطابق الاسم في البيان المصرفي مع المعرف,,translated,,ar_001_important_second_statement_label,t
2234666,other,,ar_001,,Pay monthly,الدفع شهريا,,translated,,ar_001_pay_monthly_label,t
2234667,other,,ar_001,,Vanity level,مستوى الغرور,,translated,,ar_001_vanity_level_label,t
2234668,other,,ar_001,,Refill MSISDN,إعادة تعبئة MSISDN,,translated,,ar_001_refill_msisdn_label,t
2234669,other,,ar_001,,Device info,معلومات الجهاز,,translated,,ar_001_device_info_label,t
2234670,other,,ar_001,,Device ID,معرف الجهاز,,translated,,ar_001_device_id_label,t
2234671,other,,ar_001,,Android version,نسخة أندرويد,,translated,,ar_001_android_version_label,t
2234672,other,,ar_001,,Device model,طراز الجهاز,,translated,,ar_001_device_model_label,t
2234673,other,,ar_001,,Register device,تسجيل الجهاز,,translated,,ar_001_register_device_label,t
2234674,other,,ar_001,,Imei,إيمي,,translated,,ar_001_imei_device_registration_label,t
2234675,other,,ar_001,,Activate device,تفعيل الجهاز,,translated,,ar_001_activate_device_label,t
2234676,other,,ar_001,,Unknown,مجهول,,translated,,ar_001_unknown_label,t
2234677,other,,ar_001,,Prepaid PortIn fulfilment,منفذ الدفع المسبق في التنفيذ,,translated,,ar_001_prepaid_port_fulfillment_label,t
2234678,other,,ar_001,,Postpaid PortIn fulfilment,منفذ الدفع الآجل,,translated,,ar_001_postpaid_port_fulfillment_label,t
2234679,other,,ar_001,,E-Wallet,المحفظة الإلكترونية,,translated,,ar_001_e_wallet_label,t
2234680,other,,ar_001,,Total due amount,إجمالي المبلغ المستحق,,translated,,ar_001_total_due_amount_label,t
2234681,other,,ar_001,,Recharge details,تفاصيل إعادة الشحن,,translated,,ar_001_recharge_details_label,t
2234682,other,,ar_001,,Dealer account,حساب التاجر,,translated,,ar_001_dealer_account_label,t
2234683,other,,ar_001,,Recharge,إعادة الشحن,,translated,,ar_001_recharge_label,t
2234684,other,,ar_001,,Recharge amount,مبلغ إعادة الشحن,,translated,,ar_001_recharge_wallet_label,t
2234685,other,,ar_001,,Dealer recharge,إعادة شحن التاجر,,translated,,ar_001_dealer_recharge_label,t
2234686,other,,ar_001,,Customer recharge,إعادة شحن العميل,,translated,,ar_001_customer_recharge_label,t
2234687,other,,ar_001,,Resubmit,إعادة الإرسال,,translated,,ar_001_resubmit_label,t
2234688,other,,ar_001,,Resubmit Success,إعادة الإرسال ناجحة,,translated,,ar_001_resubmit_success_label,t
2234689,other,,ar_001,,Select bundle,اختر الحزمة,,translated,,ar_001_select_a_bundle_label,t
2234690,other,,ar_001,,Prepaid Resubmit,إعادة الإرسال المدفوعة مسبقًا,,translated,,ar_001_prepaid_resubmit_label,t
2234691,other,,ar_001,,Postpaid Resubmit,إعادة إرسال الدفع الآجل,,translated,,ar_001_postpaid_resubmit_label,t
2234692,other,,ar_001,,Ooredoo recharge card,بطاقة شحن أوريدو,,translated,,ar_001_ooredoo_recharge_card_label,t
2234693,other,,ar_001,,E-reload wallet,محفظة إعادة الشحن الإلكترونية,,translated,,ar_001_e_reload_wallet_label,t
2234694,other,,ar_001,,Fulfilment,الإنجاز,,translated,,ar_001_fulfillment_label,t
2234695,other,,ar_001,,HBB,إتش بي بي,,translated,,ar_001_hbb_label,t
